,close,predictionPrice
2017-07-11,2609.10498046875,
2017-07-12,2414.991943359375,
2017-07-13,2286.77197265625,
2017-07-14,2237.18505859375,
2017-07-15,2277.473876953125,
2017-07-16,2434.43212890625,
2017-07-17,2591.21533203125,
2017-07-18,2700.4140625,
2017-07-19,2706.17333984375,
2017-07-20,2686.1201171875,
2017-07-21,2642.142822265625,
2017-07-22,2304.824462890625,
2017-07-23,773.7381591796875,
2017-07-24,512.775146484375,
2017-07-25,513.4822998046875,
2017-07-26,514.64111328125,
2017-07-27,441.8579406738281,
2017-07-28,432.0792236328125,
2017-07-29,461.94091796875,
2017-07-30,629.4063720703125,
2017-07-31,1172.028564453125,
2017-08-01,1660.7799072265625,
2017-08-02,1618.1614990234375,
2017-08-03,1515.098876953125,
2017-08-04,1585.40771484375,
2017-08-05,1495.19091796875,
2017-08-06,,1449.3343505859375
